Response,Gr,Materials,Op.team,Time,Measure.ID,Machine.ID,Model.C
16.25624448976276,13,TM,3.0,M,3.0,1.0,MRE1-23
16.53689099931407,13,TM,3.0,M,4.0,1.0,MRE1-23
16.2426216521117,13,TM,3.0,M,5.0,1.0,MRE1-23
16.54998211148521,14,TM,4.0,A,1.0,2.0,MRE1-23
16.24368391186976,14,TM,4.0,A,2.0,2.0,MRE1-23
16.066697588507104,14,TM,4.0,A,3.0,2.0,MRE1-23
16.979895507853335,14,TM,4.0,A,4.0,2.0,MRE1-23
16.964102491886653,14,TM,4.0,A,5.0,2.0,MRE1-23
16.062667632263697,15,TM,5.0,E,1.0,3.0,MRE1-23
16.336160642220964,15,TM,5.0,E,2.0,3.0,MRE1-23
16.120612057460626,15,TM,5.0,E,3.0,3.0,MRE1-23
15.991295518629583,15,TM,5.0,E,4.0,3.0,MRE1-23
16.217665243962017,15,TM,5.0,E,5.0,3.0,MRE1-23
16.101296550332705,16,KR,1.0,M,1.0,4.0,MRE1-23
16.349718328716207,16,KR,1.0,M,2.0,4.0,MRE1-23
16.2072231176526,16,KR,1.0,M,3.0,4.0,MRE1-23
16.45492388862788,16,KR,1.0,M,4.0,4.0,MRE1-23
16.46955997942587,16,KR,1.0,M,5.0,4.0,MRE1-23
16.338812391762133,17,KR,2.0,A,1.0,1.0,MRE1-23
16.316857906076255,17,KR,2.0,A,2.0,1.0,MRE1-23
16.404008029784066,17,KR,2.0,A,3.0,1.0,MRE1-23
16.484955632272815,17,KR,2.0,A,4.0,1.0,MRE1-23
16.57330877191439,17,KR,2.0,A,5.0,1.0,MRE1-23
16.47578638305836,18,KR,3.0,E,1.0,2.0,MRE1-23
16.71570365986861,18,KR,3.0,E,2.0,2.0,MRE1-23
16.244015762618584,18,KR,3.0,E,3.0,2.0,MRE1-23
16.587726446864174,18,KR,3.0,E,4.0,2.0,MRE1-23
16.029999414328593,18,KR,3.0,E,5.0,2.0,MRE1-23
16.15118746108418,19,SC,4.0,M,1.0,3.0,MRE1-23
16.32201599921395,19,SC,4.0,M,2.0,3.0,MRE1-23
16.15763851955186,19,SC,4.0,M,3.0,3.0,MRE1-23
16.397208220354088,19,SC,4.0,M,4.0,3.0,MRE1-23
15.7859076463803,19,SC,4.0,M,5.0,3.0,MRE1-23
15.952315832133468,20,SC,5.0,A,1.0,4.0,MRE1-23
15.958119775174346,20,SC,5.0,A,2.0,4.0,MRE1-23
16.244436955064057,20,SC,5.0,A,3.0,4.0,MRE1-23
16.238583376879703,20,SC,5.0,A,4.0,4.0,MRE1-23
16.320711212289098,20,SC,5.0,A,5.0,4.0,MRE1-23
16.220800813096144,21,SC,1.0,E,1.0,1.0,MRE1-S
16.90429790624996,21,SC,1.0,E,2.0,1.0,MRE1-S
16.270302516927195,21,SC,1.0,E,3.0,1.0,MRE1-S
16.57551941203603,21,SC,1.0,E,4.0,1.0,MRE1-S
16.190210770037844,21,SC,1.0,E,5.0,1.0,MRE1-S
16.386935292055647,22,TM,2.0,M,1.0,2.0,MRE1-S
16.142715761207523,22,TM,2.0,M,2.0,2.0,MRE1-S
16.319920631253336,22,TM,2.0,M,3.0,2.0,MRE1-S
16.664873415993924,22,TM,2.0,M,4.0,2.0,MRE1-S
16.094331786437134,22,TM,2.0,M,5.0,2.0,MRE1-S
15.881136311428252,23,TM,3.0,A,1.0,3.0,MRE1-S
16.66833327918165,23,TM,3.0,A,2.0,3.0,MRE1-S
16.118025507393575,23,TM,3.0,A,3.0,3.0,MRE1-S
15.798408218498428,23,TM,3.0,A,4.0,3.0,MRE1-S
16.223118182613156,23,TM,3.0,A,5.0,3.0,MRE1-S
16.023309175378728,24,TM,4.0,E,1.0,4.0,MRE1-S
16.484884298972215,24,TM,4.0,E,2.0,4.0,MRE1-S
16.195831264629327,24,TM,4.0,E,3.0,4.0,MRE1-S
16.41123217433219,24,TM,4.0,E,4.0,4.0,MRE1-S
16.688230019801324,24,TM,4.0,E,5.0,4.0,MRE1-S
16.526529036813773,25,KR,5.0,M,1.0,1.0,MRE1-S
16.49442670970208,25,KR,5.0,M,2.0,1.0,MRE1-S
16.12149656310267,25,KR,5.0,M,3.0,1.0,MRE1-S
15.838673894529695,25,KR,5.0,M,4.0,1.0,MRE1-S
16.40084493286988,25,KR,5.0,M,5.0,1.0,MRE1-S
16.00005291137349,26,KR,1.0,A,1.0,2.0,MRE1-S
16.190664106061813,26,KR,1.0,A,2.0,2.0,MRE1-S
16.220983012651686,26,KR,1.0,A,3.0,2.0,MRE1-S
16.51231458793371,26,KR,1.0,A,4.0,2.0,MRE1-S
16.399670330074972,26,KR,1.0,A,5.0,2.0,MRE1-S
16.261038080537382,27,KR,2.0,E,1.0,3.0,MRE1-S
15.914581858182638,27,KR,2.0,E,2.0,3.0,MRE1-S
16.222678554141822,27,KR,2.0,E,3.0,3.0,MRE1-S
16.298863829119437,27,KR,2.0,E,4.0,3.0,MRE1-S
16.05833670296529,27,KR,2.0,E,5.0,3.0,MRE1-S
16.210842118819617,28,SC,3.0,M,1.0,4.0,MRE1-S
16.317910528093677,28,SC,3.0,M,2.0,4.0,MRE1-S
15.732974639748285,28,SC,3.0,M,3.0,4.0,MRE1-S
17.032025524217804,28,SC,3.0,M,4.0,4.0,MRE1-S
16.27604541545398,28,SC,3.0,M,5.0,4.0,MRE1-S
16.680438951994965,29,SC,4.0,A,1.0,1.0,MRE1-S
16.812755486245187,29,SC,4.0,A,2.0,1.0,MRE1-S
16.147439514447168,29,SC,4.0,A,3.0,1.0,MRE1-S
16.620270442143333,29,SC,4.0,A,4.0,1.0,MRE1-S
15.766023925293334,29,SC,4.0,A,5.0,1.0,MRE1-S
16.903581014745047,30,SC,5.0,E,1.0,2.0,MRE1-S
16.167412912277925,30,SC,5.0,E,2.0,2.0,MRE1-S
15.894488823404831,30,SC,5.0,E,3.0,2.0,MRE1-S
16.24775302579943,30,SC,5.0,E,4.0,2.0,MRE1-S
16.34263889167307,30,SC,5.0,E,5.0,2.0,MRE1-S
