Response,Gr,Materials,Op.team,Time,Measure.ID,Machine.ID,Model.C
10.120000000000005,15.0,TM,5.0,E,5.0,3.0,MRE1-23
24.688000000000002,16.0,KR,1.0,M,1.0,4.0,MRE1-23
22.247,16.0,KR,1.0,M,2.0,4.0,MRE1-23
28.208,16.0,KR,1.0,M,3.0,4.0,MRE1-23
36.36,16.0,KR,1.0,M,4.0,4.0,MRE1-23
25.638999999999996,16.0,KR,1.0,M,5.0,4.0,MRE1-23
29.735,17.0,KR,2.0,A,1.0,1.0,MRE1-23
22.522999999999996,17.0,KR,2.0,A,2.0,1.0,MRE1-23
23.741,17.0,KR,2.0,A,3.0,1.0,MRE1-23
30.046000000000006,17.0,KR,2.0,A,4.0,1.0,MRE1-23
30.641000000000005,17.0,KR,2.0,A,5.0,1.0,MRE1-23
27.930999999999997,18.0,KR,3.0,E,1.0,2.0,MRE1-23
29.676000000000002,18.0,KR,3.0,E,2.0,2.0,MRE1-23
32.038,18.0,KR,3.0,E,3.0,2.0,MRE1-23
29.741,18.0,KR,3.0,E,4.0,2.0,MRE1-23
23.111000000000004,18.0,KR,3.0,E,5.0,2.0,MRE1-23
24.275999999999996,19.0,SC,4.0,M,1.0,3.0,MRE1-23
35.741,19.0,SC,4.0,M,2.0,3.0,MRE1-23
29.721999999999994,19.0,SC,4.0,M,3.0,3.0,MRE1-23
35.589,19.0,SC,4.0,M,4.0,3.0,MRE1-23
21.834000000000003,19.0,SC,4.0,M,5.0,3.0,MRE1-23
22.784000000000006,20.0,SC,5.0,A,1.0,4.0,MRE1-23
32.04900000000001,20.0,SC,5.0,A,2.0,4.0,MRE1-23
34.512,20.0,SC,5.0,A,3.0,4.0,MRE1-23
32.077,20.0,SC,5.0,A,4.0,4.0,MRE1-23
26.36,20.0,SC,5.0,A,5.0,4.0,MRE1-23
14.266000000000005,21.0,SC,1.0,E,1.0,1.0,MRE1-S
16.665000000000006,21.0,SC,1.0,E,2.0,1.0,MRE1-S
22.863,21.0,SC,1.0,E,3.0,1.0,MRE1-S
25.251000000000005,21.0,SC,1.0,E,4.0,1.0,MRE1-S
21.387,21.0,SC,1.0,E,5.0,1.0,MRE1-S
16.406999999999996,22.0,TM,2.0,M,1.0,2.0,MRE1-S
23.212000000000003,22.0,TM,2.0,M,2.0,2.0,MRE1-S
13.561999999999998,22.0,TM,2.0,M,3.0,2.0,MRE1-S
15.232,22.0,TM,2.0,M,4.0,2.0,MRE1-S
26.974999999999994,22.0,TM,2.0,M,5.0,2.0,MRE1-S
23.120000000000005,23.0,TM,3.0,A,1.0,3.0,MRE1-S
22.546000000000006,23.0,TM,3.0,A,2.0,3.0,MRE1-S
19.105999999999995,23.0,TM,3.0,A,3.0,3.0,MRE1-S
21.311999999999998,23.0,TM,3.0,A,4.0,3.0,MRE1-S
18.512,23.0,TM,3.0,A,5.0,3.0,MRE1-S
21.968000000000004,24.0,TM,4.0,E,1.0,4.0,MRE1-S
15.183000000000007,24.0,TM,4.0,E,2.0,4.0,MRE1-S
19.775999999999996,24.0,TM,4.0,E,3.0,4.0,MRE1-S
13.938000000000002,24.0,TM,4.0,E,4.0,4.0,MRE1-S
27.221999999999994,24.0,TM,4.0,E,5.0,4.0,MRE1-S
24.078000000000003,25.0,KR,5.0,M,1.0,1.0,MRE1-S
18.572999999999993,25.0,KR,5.0,M,2.0,1.0,MRE1-S
17.674000000000007,25.0,KR,5.0,M,3.0,1.0,MRE1-S
26.405,25.0,KR,5.0,M,4.0,1.0,MRE1-S
17.617999999999995,25.0,KR,5.0,M,5.0,1.0,MRE1-S
23.778999999999996,26.0,KR,1.0,A,1.0,2.0,MRE1-S
16.781999999999996,26.0,KR,1.0,A,2.0,2.0,MRE1-S
25.284999999999997,26.0,KR,1.0,A,3.0,2.0,MRE1-S
19.42,26.0,KR,1.0,A,4.0,2.0,MRE1-S
15.091999999999999,26.0,KR,1.0,A,5.0,2.0,MRE1-S
23.144000000000005,27.0,KR,2.0,E,1.0,3.0,MRE1-S
17.906999999999996,27.0,KR,2.0,E,2.0,3.0,MRE1-S
35.152,27.0,KR,2.0,E,3.0,3.0,MRE1-S
28.034999999999997,27.0,KR,2.0,E,4.0,3.0,MRE1-S
24.471000000000004,27.0,KR,2.0,E,5.0,3.0,MRE1-S
21.845,28.0,SC,3.0,M,1.0,4.0,MRE1-S
7.861999999999995,28.0,SC,3.0,M,2.0,4.0,MRE1-S
23.075000000000003,28.0,SC,3.0,M,3.0,4.0,MRE1-S
26.569000000000003,28.0,SC,3.0,M,4.0,4.0,MRE1-S
27.010999999999996,28.0,SC,3.0,M,5.0,4.0,MRE1-S
27.435000000000002,29.0,SC,4.0,A,1.0,1.0,MRE1-S
18.945999999999998,29.0,SC,4.0,A,2.0,1.0,MRE1-S
29.144000000000005,29.0,SC,4.0,A,3.0,1.0,MRE1-S
24.735,29.0,SC,4.0,A,4.0,1.0,MRE1-S
24.098,29.0,SC,4.0,A,5.0,1.0,MRE1-S
27.991,30.0,SC,5.0,E,1.0,2.0,MRE1-S
21.751999999999995,30.0,SC,5.0,E,2.0,2.0,MRE1-S
21.081999999999994,30.0,SC,5.0,E,3.0,2.0,MRE1-S
23.066000000000003,30.0,SC,5.0,E,4.0,2.0,MRE1-S
19.590000000000003,30.0,SC,5.0,E,5.0,2.0,MRE1-S
